Job Level,Marital Status,Distance from Home,Monthly Income,Company Tenure,Age,Years at Company,Remote Work,Work-Life Balance,Education Level
1,2,0.4591836734693877,0.5525764255257641,0.264,0.17073170731707316,0.14,0,1,1
1,1,0.21428571428571425,0.510948905109489,0.264,0.5121951219512195,0.58,0,2,1
0,1,0.37755102040816324,0.1738093517380935,0.528,0.878048780487805,0.09999999999999999,0,1,4
0,2,0.8265306122448979,0.35014815350148154,0.08,0.9268292682926831,0.06,0,3,0
1,2,0.7755102040816326,0.23075811230758111,0.76,0.48780487804878053,0.5,0,3,3
0,1,0.510204081632653,0.4455445544554455,0.27999999999999997,0.024390243902439046,0.08,0,1,2
2,2,0.22448979591836732,0.6773867167738671,0.552,0.9512195121951221,0.88,0,2,1
0,2,0.7959183673469387,0.3516658235166582,0.448,0.4146341463414634,0.14,1,2,4
1,0,0.346938775510204,0.5420972754209726,0.504,0.5365853658536586,0.3,0,3,2
1,0,0.13265306122448978,0.4354990243549902,0.552,0.5609756097560976,0.09999999999999999,0,2,0
0,1,0.07142857142857142,0.7268193972681939,0.22399999999999998,0.3658536585365854,0.09999999999999999,0,2,1
0,1,0.7551020408163265,0.5663077256630772,0.6,0.5853658536585367,0.42,1,1,2
1,1,0.14285714285714282,0.4687432246874321,0.304,0.878048780487805,0.0,0,0,1
1,2,0.9591836734693877,0.2874177928741779,0.768,0.3658536585365854,0.44,0,2,2
1,1,0.8979591836734693,0.5251860952518609,0.608,0.07317073170731708,0.18000000000000002,1,0,3
1,1,0.12244897959183672,0.5003252150032521,0.536,0.9756097560975612,0.14,0,0,4
2,1,0.43877551020408156,0.5966611259666111,0.20800000000000002,0.43902439024390244,0.5,0,3,1
2,1,0.7346938775510203,0.49114692491146916,0.22399999999999998,0.21951219512195125,0.22,0,1,1
2,1,0.9387755102040816,0.7959817879598178,0.568,0.34146341463414637,0.16,0,0,0
2,1,0.6224489795918366,0.503721905037219,0.744,1.0,0.94,0,2,0
2,1,0.9999999999999999,0.6349642263496422,0.328,0.09756097560975613,0.12000000000000001,0,2,0
2,0,0.9693877551020408,0.18689022186890222,0.536,0.6097560975609757,0.44,0,0,1
1,0,0.5510204081632653,0.5449880754498807,0.488,0.09756097560975613,0.09999999999999999,0,2,0
0,2,0.4183673469387755,0.568981715689817,0.744,0.902439024390244,0.48,0,3,3
0,2,0.04081632653061224,0.49331502493315016,0.248,0.34146341463414637,0.33999999999999997,1,1,1
1,1,0.2755102040816326,0.4399797643997976,0.288,0.5853658536585367,0.12000000000000001,0,2,3
1,1,0.24489795918367346,0.6062730360627303,0.568,0.9268292682926831,0.68,0,3,1
1,2,0.020408163265306124,0.4980848449808484,0.488,0.5609756097560976,0.26,0,3,1
1,1,0.26530612244897955,0.23603382236033818,0.2,0.9512195121951221,0.24000000000000002,0,1,0
0,1,0.836734693877551,0.17474886174748863,0.192,1.0,0.45999999999999996,0,1,1
0,1,0.13265306122448978,0.6328683963286839,0.376,0.21951219512195125,0.18000000000000002,0,3,2
1,1,0.1530612244897959,0.5175254751752547,0.688,0.8048780487804879,0.8,0,2,0
2,1,0.21428571428571425,0.6418298764182987,0.512,1.0,0.16,1,1,2
1,2,0.2857142857142857,0.38064609380646086,0.56,0.7804878048780488,0.18000000000000002,1,2,2
0,1,0.13265306122448978,0.4720676447206764,0.24,0.9268292682926831,0.0,1,0,0
1,2,0.9081632653061223,0.3708173737081737,0.33599999999999997,0.9268292682926831,0.84,0,1,2
0,2,0.22448979591836732,0.18717930187179302,0.376,0.5853658536585367,0.24000000000000002,1,0,2
0,2,0.9387755102040816,0.5973838259738382,0.36,0.09756097560975613,0.02,0,2,2
1,1,0.31632653061224486,0.5800390258003901,0.33599999999999997,0.9512195121951221,0.45999999999999996,0,2,2
1,1,0.1530612244897959,0.7888993278889932,0.52,0.9512195121951221,0.02,0,1,2
0,2,0.061224489795918366,0.1497434414974344,0.656,0.4146341463414634,0.45999999999999996,0,1,3
2,1,0.04081632653061224,0.42646527426465264,0.424,0.12195121951219517,0.08,0,3,0
2,2,0.05102040816326531,0.5201271952012719,0.472,0.12195121951219517,0.22,1,1,0
2,1,0.24489795918367346,0.6378550263785502,0.456,0.39024390243902446,0.08,0,1,0
0,1,0.8877551020408162,0.5134783551347835,0.376,0.14634146341463422,0.3,1,1,1
1,1,0.38775510204081626,0.32825034328250335,0.44,0.902439024390244,0.6,0,2,1
2,2,0.1020408163265306,0.6617763966177639,0.392,0.6341463414634148,0.06,0,1,1
1,1,0.5,0.753053407530534,0.176,0.5121951219512195,0.18000000000000002,0,0,1
0,1,0.2959183673469387,0.47929464479294637,0.384,0.6829268292682928,0.44,0,0,0
1,1,0.8775510204081631,0.4295006142950061,0.248,0.902439024390244,0.18000000000000002,1,2,1
0,0,0.8673469387755102,0.5685480956854809,0.248,0.09756097560975613,0.16,0,2,1
1,0,0.6020408163265305,0.7799378477993784,0.21600000000000003,0.2926829268292683,0.33999999999999997,0,1,3
1,2,0.6632653061224489,0.38454867384548674,0.44,0.26829268292682934,0.18000000000000002,1,1,2
0,0,0.2551020408163265,0.19202139192021392,0.264,0.43902439024390244,0.2,1,0,0
0,1,0.3061224489795918,0.6401676664016765,0.6,0.7560975609756098,0.58,0,1,4
1,2,0.8775510204081631,0.32189058321890585,0.568,0.43902439024390244,0.48,0,1,3
0,1,0.346938775510204,0.32333598323335977,0.256,0.853658536585366,0.33999999999999997,0,0,1
2,2,0.8265306122448979,0.43203006432030056,0.136,0.7560975609756098,0.16,0,2,1
0,2,0.31632653061224486,0.26797716267977156,0.616,0.024390243902439046,0.2,1,1,3
0,2,0.173469387755102,0.5072631350726313,0.576,0.6097560975609757,0.32,1,3,1
0,1,0.5306122448979591,0.48738888487388876,0.15200000000000002,0.7560975609756098,0.24000000000000002,1,1,1
2,2,0.9591836734693877,0.5014092650140926,0.576,0.7560975609756098,0.24000000000000002,0,2,0
2,2,0.9999999999999999,0.5354484353544843,0.136,0.14634146341463422,0.09999999999999999,0,2,0
0,1,0.8163265306122448,0.3520271735202717,0.368,0.5365853658536586,0.06,0,1,2
0,1,0.9489795918367346,0.7037652670376526,0.15999999999999998,0.6097560975609757,0.18000000000000002,0,0,3
0,1,0.7857142857142856,0.2019946520199465,0.504,0.9756097560975612,0.14,0,2,1
0,1,0.9183673469387754,0.5235961552359615,0.22399999999999998,0.5365853658536586,0.44,0,2,0
1,2,0.346938775510204,0.47806605478066044,0.136,0.6585365853658538,0.0,0,0,1
1,2,0.9081632653061223,0.2314085423140854,0.384,0.5121951219512195,0.039999999999999994,0,2,3
0,1,0.11224489795918367,0.5403627954036279,0.576,0.26829268292682934,0.0,1,2,1
1,1,0.5510204081632653,0.5040109850401098,0.256,0.09756097560975613,0.26,0,2,1
1,2,0.5306122448979591,0.26046108260461076,0.736,0.8048780487804879,0.82,0,1,0
0,1,0.346938775510204,0.4071691840716918,0.616,0.902439024390244,0.39999999999999997,0,2,1
0,2,0.01020408163265306,0.7139553371395533,0.536,0.4146341463414634,0.06,0,1,3
1,0,0.21428571428571425,0.7120040471200404,0.544,0.8048780487804879,0.68,1,3,1
2,1,0.04081632653061224,0.30512394305123935,0.872,0.902439024390244,0.8,0,3,3
0,2,0.7346938775510203,0.5510587555105875,0.272,0.9512195121951221,0.36,0,2,0
1,1,0.5816326530612245,0.36069957360699567,0.704,0.9512195121951221,0.22,1,1,0
0,1,0.7551020408163265,0.3914143239141432,0.288,0.26829268292682934,0.32,1,2,3
2,0,0.693877551020408,0.2270723422707234,0.352,0.17073170731707316,0.32,0,2,2
2,2,0.8571428571428571,0.5691985256919851,0.112,0.09756097560975613,0.02,0,2,2
1,0,0.030612244897959183,0.6051167160511671,0.448,0.7560975609756098,0.039999999999999994,0,2,1
0,1,0.1020408163265306,0.3437883934378839,0.376,0.4634146341463415,0.24000000000000002,0,1,1
2,0,0.7244897959183673,0.6992122569921225,0.608,0.5609756097560976,0.33999999999999997,0,3,4
1,1,0.48979591836734687,0.5862542458625424,0.184,0.7560975609756098,0.3,0,1,2
2,1,0.8979591836734693,0.5327744453277444,0.536,0.9512195121951221,0.14,0,2,3
0,1,0.11224489795918367,0.5635614656356146,0.48,0.48780487804878053,0.02,0,2,3
0,1,0.9591836734693877,0.29168172291681715,0.584,0.43902439024390244,0.48,0,2,0
1,2,0.9795918367346937,0.2410204524102045,0.376,0.024390243902439046,0.02,0,2,0
0,1,0.7653061224489796,0.4584086145840861,0.352,0.6585365853658538,0.14,0,0,0
2,0,0.9489795918367346,0.529233215292332,0.27999999999999997,0.5853658536585367,0.33999999999999997,0,3,2
0,1,0.693877551020408,0.25410132254101325,0.568,0.07317073170731708,0.16,0,2,2
1,1,0.4081632653061224,0.5062513550625135,0.576,0.14634146341463422,0.08,0,1,3
2,1,0.8061224489795917,0.578882705788827,0.23199999999999998,0.17073170731707316,0.2,0,0,1
0,1,0.9183673469387754,0.4588422345884223,0.12000000000000001,0.14634146341463422,0.27999999999999997,0,1,2
1,2,0.16326530612244897,0.414107104141071,0.248,0.5853658536585367,0.54,0,2,3
2,2,0.8775510204081631,0.5016260750162607,0.536,0.6097560975609757,0.36,0,0,1
2,2,0.4183673469387755,0.1494543614945436,0.72,0.26829268292682934,0.33999999999999997,1,2,0
1,0,0.520408163265306,0.3826696538266965,0.864,0.9512195121951221,0.94,0,1,0
1,1,0.9081632653061223,0.3520271735202717,0.15200000000000002,0.4634146341463415,0.06,0,0,0
0,1,0.8673469387755102,0.266676302666763,0.456,0.48780487804878053,0.039999999999999994,1,2,0
0,2,0.12244897959183672,0.28221435282214347,0.20800000000000002,0.14634146341463422,0.24000000000000002,1,3,2
2,2,0.4183673469387755,0.6435643564356435,0.696,0.3170731707317073,0.26,1,2,0
0,1,0.3571428571428571,0.6223892462238924,0.656,0.9512195121951221,0.74,0,1,2
2,2,0.4081632653061224,0.2541735925417359,0.624,0.0,0.02,0,2,1
1,1,0.836734693877551,0.4904242249042422,0.456,0.4634146341463415,0.27999999999999997,0,2,1
2,1,0.8673469387755102,0.4562405145624051,0.376,0.26829268292682934,0.18000000000000002,0,1,3
1,2,0.19387755102040813,0.5100816651008165,0.504,0.5365853658536586,0.0,0,0,1
1,1,0.7857142857142856,0.6600419166004191,0.712,0.48780487804878053,0.42,0,2,0
0,1,0.07142857142857142,0.3386572233865722,0.272,0.12195121951219517,0.22,0,1,2
1,2,0.5408163265306122,0.29739105297391055,0.15999999999999998,0.8292682926829269,0.32,1,1,0
0,1,0.6020408163265305,0.7076678470766784,0.15999999999999998,0.4634146341463415,0.27999999999999997,1,1,3
1,0,0.510204081632653,0.5179590951795909,0.664,0.6097560975609757,0.5,0,1,1
2,1,0.38775510204081626,0.6385777263857771,0.456,0.9268292682926831,0.08,0,0,2
0,2,0.2040816326530612,0.43752258437522573,0.76,0.9512195121951221,0.96,0,1,0
0,2,0.36734693877551017,0.6581628965816289,0.104,0.2926829268292683,0.06,1,2,3
0,0,0.7346938775510203,0.5382669653826696,0.552,0.09756097560975613,0.0,0,2,0
2,1,0.5,0.5100093951000939,0.472,0.43902439024390244,0.3,0,2,0
0,1,0.8163265306122448,0.3257208932572089,0.15999999999999998,0.5853658536585367,0.0,0,0,0
0,1,0.7551020408163265,0.5873382958733829,0.504,0.39024390243902446,0.039999999999999994,0,1,2
2,2,0.2857142857142857,0.3819469538194695,0.128,0.8048780487804879,0.16,1,2,1
2,1,0.09183673469387754,0.26038881260388813,0.22399999999999998,0.04878048780487804,0.12000000000000001,0,3,2
0,1,0.08163265306122448,0.7611476476114764,0.24,0.48780487804878053,0.38,0,2,1
2,1,0.01020408163265306,0.2369733323697333,0.4,1.0,0.98,0,2,2
1,2,0.14285714285714282,0.4722121847221218,0.264,0.39024390243902446,0.08,0,2,1
1,2,0.22448979591836732,0.4730071547300715,0.52,0.878048780487805,0.72,0,3,0
0,2,0.8979591836734693,0.750162607501626,0.64,0.5365853658536586,0.18000000000000002,0,1,1
1,1,0.7551020408163265,0.5295222952952229,0.656,0.5365853658536586,0.38,0,1,3
1,1,0.8979591836734693,0.6326515863265157,0.592,0.3658536585365854,0.38,0,1,0
1,2,0.19387755102040813,0.6968273469682734,0.304,0.1951219512195122,0.27999999999999997,0,2,2
1,1,0.01020408163265306,0.28272024282720243,0.616,0.7560975609756098,0.0,0,1,0
1,2,0.8673469387755102,0.5388451253884512,0.752,0.853658536585366,0.72,0,1,1
1,0,0.5510204081632653,0.3549902435499024,0.312,0.04878048780487804,0.09999999999999999,0,1,2
2,1,0.5306122448979591,0.47430801474308004,0.296,0.3658536585365854,0.18000000000000002,0,1,3
1,1,0.836734693877551,0.5950711859507117,0.832,0.7317073170731709,0.52,0,3,0
0,1,0.846938775510204,0.172002601720026,0.32,0.3658536585365854,0.44,0,0,3
2,1,0.07142857142857142,0.49425453494254523,0.12000000000000001,0.04878048780487804,0.09999999999999999,0,1,2
0,2,0.6020408163265305,0.1668714316687143,0.536,0.3170731707317073,0.0,0,2,0
0,0,0.7857142857142856,0.4566018645660186,0.23199999999999998,0.3658536585365854,0.06,0,1,1
0,2,0.673469387755102,0.3356218833562188,0.328,0.5609756097560976,0.6,0,1,0
0,1,0.5816326530612245,0.4785719447857194,0.20800000000000002,0.09756097560975613,0.14,0,2,2
0,0,0.8979591836734693,0.3097492230974922,0.21600000000000003,0.09756097560975613,0.24000000000000002,0,0,1
1,1,0.5408163265306122,0.471200404712004,0.2,0.6097560975609757,0.2,1,1,2
1,2,0.42857142857142855,0.5542386355423863,0.488,0.14634146341463422,0.16,0,3,0
2,0,0.2755102040816326,0.7988725879887257,0.376,0.7073170731707319,0.32,0,1,2
2,0,0.6122448979591836,0.6089470260894702,0.528,0.12195121951219517,0.22,0,1,0
0,2,0.7244897959183673,0.45320517453205167,0.2,0.6097560975609757,0.5,0,1,0
0,1,0.22448979591836732,0.4324636843246368,0.21600000000000003,0.14634146341463422,0.26,0,2,4
0,2,0.8673469387755102,0.4192382741923827,0.536,0.8292682926829269,0.45999999999999996,1,3,1
0,2,0.5714285714285714,0.3769603237696032,0.512,0.6585365853658538,0.33999999999999997,1,3,0
2,2,0.12244897959183672,0.5600925056009249,0.512,0.07317073170731708,0.08,1,0,2
2,1,0.1020408163265306,0.42053913420539124,0.408,0.26829268292682934,0.36,0,0,0
1,2,0.5306122448979591,0.7792151477921514,0.76,0.7317073170731709,0.5,0,0,2
1,0,0.346938775510204,0.3567969935679699,0.6,0.0,0.02,0,3,3
1,1,0.5510204081632653,0.22504878225048783,0.04,0.09756097560975613,0.039999999999999994,0,0,3
0,2,0.836734693877551,0.5604538556045385,0.616,0.902439024390244,0.06,0,2,3
0,0,0.6326530612244897,0.32687721326877206,0.20800000000000002,0.4146341463414634,0.39999999999999997,0,0,2
1,2,0.4693877551020408,0.2466575124665751,0.504,0.7560975609756098,0.26,0,1,2
1,2,0.5306122448979591,0.4928091349280913,0.48,0.9756097560975612,0.72,0,1,0
1,2,0.04081632653061224,0.29565657295656567,0.512,0.2926829268292683,0.27999999999999997,0,1,3
0,1,0.48979591836734687,0.38100744381007445,0.4,0.07317073170731708,0.08,0,2,1
1,1,0.6428571428571428,0.39401604394016043,0.32,0.6585365853658538,0.039999999999999994,0,1,0
0,1,0.22448979591836732,0.3204451832044518,0.504,0.4146341463414634,0.3,0,1,1
1,1,0.5306122448979591,0.283298402832984,0.888,0.8292682926829269,0.66,0,2,3
1,2,0.8877551020408162,0.6474669364746692,0.688,0.6585365853658538,0.52,0,1,1
2,1,0.5,0.2037291320372913,0.72,0.9512195121951221,0.82,0,1,3
1,1,0.9693877551020408,0.4421478644214786,0.15200000000000002,0.21951219512195125,0.06,1,0,3
1,2,0.9387755102040816,0.5757028257570281,0.304,0.6585365853658538,0.27999999999999997,0,0,2
0,2,0.44897959183673464,0.6758690467586904,0.14400000000000002,0.6097560975609757,0.12000000000000001,0,0,3
0,0,0.44897959183673464,0.5532991255329912,0.632,0.6097560975609757,0.14,1,3,0
0,1,0.9999999999999999,0.3026667630266676,0.8,0.48780487804878053,0.45999999999999996,0,3,1
1,2,0.6428571428571428,0.22396473223964733,0.6,0.3658536585365854,0.16,0,2,1
1,2,0.7448979591836734,0.31198959311989594,0.536,0.7317073170731709,0.39999999999999997,1,2,0
1,1,0.9693877551020408,0.5251138252511381,0.264,0.6097560975609757,0.58,0,2,2
2,2,0.846938775510204,0.35311122353111224,0.32,0.04878048780487804,0.02,0,2,3
0,0,0.1530612244897959,0.4629616246296162,0.688,0.17073170731707316,0.32,1,1,3
0,2,0.2346938775510204,0.4289224542892245,0.752,0.6097560975609757,0.5599999999999999,0,2,3
2,1,0.836734693877551,0.4993134349931343,0.488,0.6341463414634148,0.3,0,0,1
1,1,0.09183673469387754,0.6084411360844113,0.128,0.34146341463414637,0.06,1,1,0
2,0,0.9489795918367346,0.3605550336055503,0.288,0.9512195121951221,0.2,0,1,3
2,1,0.7755102040816326,0.45060345450603445,0.048,0.07317073170731708,0.08,0,0,0
1,2,0.07142857142857142,0.39799089397990894,0.584,0.7073170731707319,0.54,0,2,3
0,0,0.4081632653061224,0.49822938498229374,0.392,0.5121951219512195,0.38,0,3,2
0,1,0.7346938775510203,0.1236539712365397,0.392,0.43902439024390244,0.06,0,3,3
0,1,0.2551020408163265,0.7091132470911324,0.656,0.8292682926829269,0.38,0,2,2
1,1,0.7448979591836734,0.4423646744236467,0.408,0.17073170731707316,0.16,1,1,0
0,2,0.08163265306122448,0.2905976729059767,0.672,0.43902439024390244,0.5,0,3,1
1,1,0.7857142857142856,0.5671026956710269,0.64,0.2439024390243903,0.33999999999999997,0,0,1
0,1,0.9285714285714285,0.5340030353400302,0.656,0.5853658536585367,0.16,0,1,1
2,2,0.26530612244897955,0.16455879164558793,0.184,0.6097560975609757,0.32,0,1,2
2,0,0.4591836734693877,0.32846715328467146,0.64,0.6341463414634148,0.48,0,0,4
1,1,0.0,0.3176989231769892,0.312,0.9512195121951221,0.26,0,1,1
0,1,0.05102040816326531,0.32189058321890585,0.536,0.8048780487804879,0.62,0,2,1
0,2,0.14285714285714282,0.40615740406157397,0.352,0.5365853658536586,0.36,0,3,0
1,1,0.8673469387755102,0.4071691840716918,0.496,0.12195121951219517,0.09999999999999999,1,3,1
2,1,0.5612244897959183,0.437233504372335,0.288,0.43902439024390244,0.039999999999999994,0,1,1
1,1,0.020408163265306124,0.170557201705572,0.68,0.902439024390244,0.45999999999999996,0,0,1
0,1,0.43877551020408156,0.2874177928741779,0.23199999999999998,0.7317073170731709,0.38,0,0,2
0,1,0.8775510204081631,0.20886030208860298,0.352,0.9268292682926831,0.82,0,2,0
1,2,0.7448979591836734,0.43441497434414966,0.312,0.43902439024390244,0.2,0,1,2
0,2,0.14285714285714282,0.46339524463395243,0.23199999999999998,0.3658536585365854,0.02,0,0,0
0,1,0.673469387755102,0.26219556262195565,0.616,0.48780487804878053,0.3,0,2,4
1,1,0.07142857142857142,0.5138397051383969,0.672,0.9756097560975612,0.54,0,0,2
1,2,0.43877551020408156,0.30534075305340747,0.488,0.6097560975609757,0.39999999999999997,0,0,3
1,2,0.9387755102040816,0.4159138541591385,0.616,1.0,0.74,0,2,1
2,1,0.7857142857142856,0.37920069379200694,0.56,0.3658536585365854,0.09999999999999999,0,3,3
0,1,0.5918367346938775,0.6328683963286839,0.424,0.853658536585366,0.14,1,2,2
1,1,0.32653061224489793,0.3900411939004119,0.46399999999999997,0.6585365853658538,0.18000000000000002,0,1,0
2,2,0.5,0.26046108260461076,0.32,0.04878048780487804,0.039999999999999994,0,0,4
0,1,0.836734693877551,0.32543181325431814,0.64,0.9268292682926831,0.66,0,2,3
0,2,0.173469387755102,0.2483197224831972,0.664,0.39024390243902446,0.27999999999999997,0,2,1
0,1,0.9489795918367346,0.058105080581050794,0.496,0.04878048780487804,0.039999999999999994,0,1,1
2,1,0.31632653061224486,0.330273903302739,0.32,0.5365853658536586,0.0,1,0,2
0,2,0.3571428571428571,0.5012647250126472,0.21600000000000003,0.04878048780487804,0.09999999999999999,0,2,1
0,2,0.36734693877551017,0.599118305991183,0.376,0.5853658536585367,0.45999999999999996,0,0,3
2,1,0.5816326530612245,0.27845631278456306,0.592,0.6829268292682928,0.68,0,3,1
1,1,0.4591836734693877,0.3660475536604755,0.032,0.6341463414634148,0.08,0,2,1
1,1,0.6122448979591836,0.1566090915660909,0.36,0.4146341463414634,0.06,0,1,2
0,0,0.2857142857142857,0.31993929319939296,0.568,0.1951219512195122,0.32,0,0,1
0,2,0.31632653061224486,0.5496856254968562,0.23199999999999998,0.9268292682926831,0.2,0,1,1
2,0,0.26530612244897955,0.6372045963720459,0.072,0.39024390243902446,0.09999999999999999,0,1,0
1,2,0.173469387755102,0.23603382236033818,0.272,0.26829268292682934,0.0,0,1,3
0,2,0.3571428571428571,0.2530172725301727,0.656,0.17073170731707316,0.32,1,2,2
2,0,0.8673469387755102,0.7018862470188624,0.616,0.43902439024390244,0.2,0,2,0
1,2,0.836734693877551,0.23415480234154798,0.472,0.8292682926829269,0.3,1,2,4
1,1,0.510204081632653,0.5027823950278238,0.512,0.3170731707317073,0.2,0,2,3
2,1,0.2040816326530612,0.1599335115993351,0.472,0.21951219512195125,0.08,0,1,1
1,0,0.6326530612244897,0.18819108188191078,0.328,0.6097560975609757,0.6,0,1,0
