Job Level,Marital Status,Distance from Home,Monthly Income,Company Tenure,Age,Years at Company,Remote Work,Work-Life Balance,Number of Dependents,Attrition
0,0,0.3061224489795918,0.5124974871004491,0.1984126984126984,0.5853658536585367,0.0,0,2,0.3333333333333333,Stayed
1,1,0.9285714285714285,0.4113113985123635,0.42063492063492064,0.853658536585366,0.86,0,3,0.0,Left
0,1,0.1530612244897959,0.2901561348254373,0.20634920634920634,0.5121951219512195,0.42,0,2,0.0,Left
1,1,0.5510204081632653,0.5405749514172753,0.4126984126984127,0.4634146341463415,0.02,0,2,0.0,Stayed
0,1,0.31632653061224486,0.43389398914427396,0.5476190476190477,0.4634146341463415,0.09999999999999999,0,1,0.16666666666666666,Stayed
2,2,0.8265306122448979,0.2599343295583998,0.3492063492063492,0.3170731707317073,0.33999999999999997,0,3,0.3333333333333333,Left
2,0,0.07142857142857142,0.49628090866447766,0.6666666666666667,0.4634146341463415,0.16,1,1,0.3333333333333333,Stayed
0,1,0.7448979591836734,0.27400656704416004,0.5396825396825398,0.6585365853658538,0.52,0,2,0.6666666666666666,Stayed
1,0,0.020408163265306124,0.3157542049185821,0.35714285714285715,0.9512195121951221,0.44,0,0,0.5,Stayed
0,2,0.04081632653061224,0.3341821349594586,0.5317460317460316,0.5853658536585367,0.02,0,1,0.6666666666666666,Left
0,0,0.7653061224489796,0.3169603967030758,0.1984126984126984,0.3170731707317073,0.32,0,1,0.6666666666666666,Left
1,1,0.4693877551020408,0.3604503115995443,0.5714285714285714,0.9268292682926831,0.42,0,0,0.3333333333333333,Stayed
0,2,0.673469387755102,0.47229109428399113,0.2698412698412698,0.39024390243902446,0.22,0,2,0.16666666666666666,Left
0,2,0.5816326530612245,0.5797761844133218,0.15873015873015872,0.9268292682926831,0.12000000000000001,0,2,0.16666666666666666,Left
0,2,0.846938775510204,0.4835488842725994,0.5158730158730158,0.7073170731707319,0.7,1,1,0.0,Left
0,1,0.13265306122448978,0.3661462172485425,0.18253968253968253,0.17073170731707316,0.02,1,1,0.3333333333333333,Stayed
0,1,0.3571428571428571,0.48053340481136503,0.37301587301587297,0.17073170731707316,0.039999999999999994,1,0,0.5,Stayed
1,2,0.7959183673469387,0.5728740869798299,0.4682539682539682,0.43902439024390244,0.14,0,1,0.16666666666666666,Left
0,1,0.520408163265306,0.29216645446626016,0.8015873015873016,0.5609756097560976,0.54,0,2,0.0,Stayed
2,1,0.43877551020408156,0.5447296120083094,0.49206349206349204,0.902439024390244,0.09999999999999999,0,1,0.5,Left
1,2,0.31632653061224486,0.45232191918515047,0.5476190476190477,0.7317073170731709,0.33999999999999997,0,1,0.3333333333333333,Left
2,1,0.8979591836734693,0.34376465858071437,0.07936507936507936,0.07317073170731708,0.2,0,3,0.0,Stayed
1,1,0.38775510204081626,0.31769751390471085,0.29365079365079366,0.39024390243902446,0.39999999999999997,1,1,0.0,Stayed
1,1,0.36734693877551017,0.5953896669570462,0.246031746031746,0.2439024390243903,0.22,0,1,0.5,Stayed
0,2,0.6428571428571428,0.4990283455069356,0.43650793650793646,0.1951219512195122,0.039999999999999994,0,0,0.16666666666666666,Left
1,1,0.061224489795918366,0.25557863700328354,0.4444444444444444,0.7073170731707319,0.42,1,1,0.0,Stayed
0,2,0.8775510204081631,0.5808483548884273,0.49999999999999994,0.2926829268292683,0.42,1,3,0.3333333333333333,Left
2,2,0.2346938775510204,0.3725122294444817,0.43650793650793646,0.14634146341463422,0.24000000000000002,0,2,0.5,Left
2,1,0.14285714285714282,0.41157944113113987,0.11904761904761904,0.12195121951219517,0.02,0,1,0.5,Stayed
1,2,0.1530612244897959,0.2632178516384105,0.6428571428571428,0.8292682926829269,0.66,0,1,0.3333333333333333,Left
0,2,0.6326530612244897,0.481203511358306,0.5079365079365079,0.8048780487804879,0.3,0,2,0.16666666666666666,Left
0,1,0.7653061224489796,0.19895463378677208,0.7777777777777777,0.7804878048780488,0.39999999999999997,1,2,0.3333333333333333,Stayed
0,1,0.8163265306122448,0.21610936138846076,0.49999999999999994,0.6585365853658538,0.09999999999999999,0,1,0.3333333333333333,Stayed
2,1,0.5816326530612245,0.5961267841586813,0.47619047619047616,0.3170731707317073,0.2,1,1,0.0,Stayed
0,1,0.47959183673469385,0.4072237485760236,0.6507936507936507,0.7804878048780488,0.68,1,2,0.16666666666666666,Stayed
1,2,0.7551020408163265,0.4503115995443276,0.11904761904761904,0.26829268292682934,0.14,0,3,0.16666666666666666,Left
1,2,0.2959183673469387,0.32165114253166255,0.14285714285714285,0.21951219512195125,0.26,0,3,0.3333333333333333,Left
0,2,0.12244897959183672,0.5969979226697044,0.5555555555555556,0.7317073170731709,0.0,0,3,0.5,Left
2,1,0.346938775510204,0.4962138980097836,0.6904761904761905,0.7073170731707319,0.45999999999999996,0,1,0.5,Stayed
2,1,0.07142857142857142,0.21476914829457883,0.6190476190476191,0.5609756097560976,0.2,0,3,0.3333333333333333,Left
0,2,0.9897959183673468,0.1589492729343966,0.5317460317460316,0.853658536585366,0.02,0,2,0.16666666666666666,Left
0,1,0.9591836734693877,0.45051263150840987,0.031746031746031744,0.4634146341463415,0.02,1,0,0.8333333333333333,Stayed
2,2,0.43877551020408156,0.45171882329290364,0.49206349206349204,0.07317073170731708,0.18000000000000002,0,1,0.16666666666666666,Stayed
0,1,0.6836734693877551,0.5126315084098372,0.6031746031746033,0.853658536585366,0.44,0,1,0.5,Left
2,1,0.5612244897959183,0.36199155665750854,0.2222222222222222,0.6585365853658538,0.54,0,2,0.5,Left
0,2,0.7346938775510203,0.47671379749380155,0.5952380952380951,0.7560975609756098,0.16,0,2,0.0,Left
1,1,0.2040816326530612,0.5933123366615292,0.5317460317460316,0.4634146341463415,0.42,0,3,0.16666666666666666,Left
1,1,0.2551020408163265,0.5115593379347316,0.4682539682539682,0.5121951219512195,0.16,0,2,0.16666666666666666,Left
1,1,0.4081632653061224,0.298331434698117,0.4126984126984127,0.21951219512195125,0.32,0,1,0.3333333333333333,Stayed
2,0,0.336734693877551,0.4996984520538766,0.6746031746031746,0.9756097560975612,0.26,1,3,0.0,Stayed
0,0,0.2857142857142857,0.18870200361857536,0.4444444444444444,0.7560975609756098,0.02,0,2,0.3333333333333333,Left
0,1,0.07142857142857142,0.5703276821014542,0.6825396825396826,0.878048780487805,0.45999999999999996,1,3,0.0,Stayed
1,0,0.846938775510204,0.2693828318702674,0.14285714285714285,0.48780487804878053,0.33999999999999997,0,2,0.3333333333333333,Left
0,2,0.18367346938775508,0.5973999865978692,0.3095238095238095,0.024390243902439046,0.0,0,2,0.16666666666666666,Left
0,1,0.5,0.5231521811968103,0.753968253968254,0.6097560975609757,0.66,0,2,0.16666666666666666,Stayed
0,1,0.6836734693877551,0.27950144072907596,0.5793650793650793,0.2926829268292683,0.18000000000000002,0,0,0.0,Left
0,2,0.4081632653061224,0.32895530389331906,0.6825396825396826,0.3170731707317073,0.36,0,2,0.0,Stayed
2,1,0.6224489795918366,0.3911411914494405,0.37301587301587297,0.7073170731707319,0.54,0,3,0.0,Stayed
2,1,0.48979591836734687,0.38289888092206664,0.5158730158730158,0.9756097560975612,0.78,1,2,0.16666666666666666,Stayed
0,1,0.693877551020408,0.23500636601219593,0.4603174603174603,0.5365853658536586,0.32,0,3,0.6666666666666666,Stayed
1,1,0.2551020408163265,0.42880117938752266,0.23015873015873015,0.4146341463414634,0.32,0,2,0.0,Stayed
2,0,0.12244897959183672,0.3627956845138377,0.246031746031746,0.3170731707317073,0.02,0,1,0.6666666666666666,Stayed
0,2,0.32653061224489793,0.40615157810091806,0.5317460317460316,0.3170731707317073,0.14,0,0,0.0,Stayed
0,2,0.5714285714285714,0.38645044562085373,0.5793650793650793,0.5365853658536586,0.08,0,1,0.0,Left
1,2,0.6224489795918366,0.7247202305166522,0.16666666666666666,0.7560975609756098,0.42,0,0,1.0,Stayed
0,2,0.2040816326530612,0.3556925551162635,0.07936507936507936,0.3658536585365854,0.0,0,1,0.6666666666666666,Left
0,1,0.6122448979591836,0.42236815653688936,0.25396825396825395,0.8292682926829269,0.27999999999999997,0,2,0.8333333333333333,Stayed
0,2,0.6224489795918366,0.21409904174763789,0.09523809523809523,0.8048780487804879,0.22,1,2,0.0,Stayed
2,1,0.5306122448979591,0.5341419285666422,0.2619047619047619,0.21951219512195125,0.2,0,2,0.3333333333333333,Stayed
0,1,0.7244897959183673,0.5049922937747102,0.2857142857142857,0.9756097560975612,0.09999999999999999,0,1,0.0,Left
0,2,0.4081632653061224,0.5037861019902166,0.5476190476190477,0.5853658536585367,0.12000000000000001,1,2,0.5,Left
0,1,0.9183673469387754,0.4141258460095155,0.43650793650793646,0.1951219512195122,0.039999999999999994,1,2,0.0,Left
2,1,0.18367346938775508,0.3265429203243316,0.1111111111111111,0.4634146341463415,0.12000000000000001,1,2,0.0,Stayed
2,2,0.26530612244897955,0.5628894994304094,0.626984126984127,0.902439024390244,0.24000000000000002,0,2,0.0,Stayed
0,2,0.4693877551020408,0.6079206593848423,0.6507936507936507,0.6829268292682928,0.09999999999999999,0,1,0.0,Left
1,0,0.7653061224489796,0.5190645312604705,0.5555555555555556,0.5609756097560976,0.02,0,2,0.16666666666666666,Left
0,2,0.5612244897959183,0.5545131675936474,0.3968253968253968,0.9756097560975612,0.26,0,1,0.6666666666666666,Left
0,1,0.5816326530612245,0.18742880117938754,0.42063492063492064,0.5365853658536586,0.42,0,0,0.6666666666666666,Left
0,2,0.2346938775510204,0.4761777122562488,0.35714285714285715,0.853658536585366,0.8,0,3,0.6666666666666666,Left
2,1,0.3571428571428571,0.20176908128392418,0.14285714285714285,0.6829268292682928,0.16,0,1,0.16666666666666666,Left
1,1,0.5306122448979591,0.34919252161093617,0.23015873015873015,0.6585365853658538,0.16,0,1,0.6666666666666666,Left
0,1,0.346938775510204,0.3661462172485425,0.6190476190476191,0.9268292682926831,0.62,0,0,0.16666666666666666,Stayed
0,1,0.7448979591836734,0.38946592508208805,0.42063492063492064,0.12195121951219517,0.2,0,2,0.0,Left
1,2,0.6530612244897959,0.5328017154727602,0.8253968253968254,0.902439024390244,0.78,0,1,0.0,Left
0,1,0.7551020408163265,0.5049252831200162,0.6984126984126984,0.7317073170731709,0.36,1,2,0.5,Stayed
0,0,0.9387755102040816,0.28157877102459294,0.37301587301587297,0.7073170731707319,0.45999999999999996,0,0,0.16666666666666666,Stayed
2,1,0.43877551020408156,0.44448167258594123,0.2619047619047619,0.1951219512195122,0.14,0,2,0.8333333333333333,Stayed
2,2,0.2755102040816326,0.6079206593848423,0.4047619047619047,0.07317073170731708,0.06,0,2,0.0,Left
1,1,0.22448979591836732,0.41573410172217384,0.5634920634920635,0.6341463414634148,0.24000000000000002,0,2,0.5,Stayed
2,1,0.36734693877551017,0.22428466126114055,0.47619047619047616,0.14634146341463422,0.02,0,1,0.0,Stayed
1,1,0.7653061224489796,0.5500234537291429,0.6428571428571428,0.3170731707317073,0.24000000000000002,1,2,0.0,Stayed
1,1,0.5510204081632653,0.2249547678080815,0.47619047619047616,0.6585365853658538,0.45999999999999996,0,0,0.16666666666666666,Left
0,1,0.4591836734693877,0.45252295114923274,0.1984126984126984,0.024390243902439046,0.039999999999999994,0,1,0.3333333333333333,Left
0,1,0.31632653061224486,0.5990752529652215,0.27777777777777773,1.0,0.58,0,0,0.16666666666666666,Left
1,1,0.2040816326530612,0.27407357769885415,0.6190476190476191,0.7804878048780488,0.68,1,1,0.0,Stayed
1,1,0.6428571428571428,0.5899618039268244,0.3968253968253968,1.0,0.88,0,2,0.5,Left
0,2,0.8673469387755102,0.5032500167526637,0.023809523809523808,0.878048780487805,0.02,0,2,0.16666666666666666,Left
0,1,0.5612244897959183,0.3821617637204316,0.5873015873015872,0.9756097560975612,0.76,0,1,0.5,Left
1,1,0.5408163265306122,0.5991422636199155,0.49999999999999994,0.07317073170731708,0.02,0,1,0.3333333333333333,Left
1,2,0.08163265306122448,0.5251625008376333,0.6984126984126984,0.8048780487804879,0.3,0,3,0.16666666666666666,Left
2,2,0.8979591836734693,0.5159820411445419,0.6190476190476191,0.6585365853658538,0.38,1,0,0.16666666666666666,Stayed
2,0,0.44897959183673464,0.1325470749849226,0.7301587301587302,0.2926829268292683,0.27999999999999997,0,2,0.16666666666666666,Stayed
0,2,0.510204081632653,0.5414460899282987,0.3412698412698412,0.26829268292682934,0.2,0,1,0.3333333333333333,Left
1,1,0.2755102040816326,0.24365074046773438,0.9285714285714286,1.0,0.84,0,2,0.16666666666666666,Stayed
1,1,0.8163265306122448,0.42551765730751195,0.4047619047619047,0.4146341463414634,0.5,0,0,0.8333333333333333,Stayed
0,0,0.8775510204081631,0.7042149701802587,0.42857142857142855,0.5365853658536586,0.5599999999999999,0,1,0.5,Stayed
0,1,0.510204081632653,0.3502646920860417,0.47619047619047616,0.04878048780487804,0.02,0,0,0.0,Stayed
0,0,0.673469387755102,0.410976345238893,0.48412698412698413,0.7804878048780488,0.33999999999999997,0,2,0.3333333333333333,Left
2,1,0.18367346938775508,0.4430744488373652,0.4047619047619047,0.6341463414634148,0.68,0,1,0.6666666666666666,Stayed
0,2,0.6224489795918366,0.6511425316625343,0.10317460317460317,0.04878048780487804,0.039999999999999994,0,3,0.0,Left
1,1,0.7346938775510203,0.6223279501440728,0.7301587301587302,0.2439024390243903,0.38,0,2,0.16666666666666666,Stayed
1,2,0.38775510204081626,0.3647389934999665,0.3095238095238095,0.2439024390243903,0.09999999999999999,0,2,0.5,Left
1,2,0.2346938775510204,0.4746364671982845,0.6904761904761905,0.43902439024390244,0.32,0,2,0.0,Stayed
0,1,0.12244897959183672,0.3484554044093011,0.06349206349206349,0.5365853658536586,0.06,0,1,0.16666666666666666,Left
0,2,0.9693877551020408,0.4822756818334116,0.9206349206349207,0.9268292682926831,0.9,0,2,0.5,Left
2,1,0.7346938775510203,0.5023788782416405,0.23809523809523808,0.7073170731707319,0.0,0,2,0.16666666666666666,Stayed
0,1,0.6020408163265305,0.5311264491054077,0.14285714285714285,0.07317073170731708,0.24000000000000002,1,3,0.0,Stayed
2,2,0.9489795918367346,0.49051799236078536,0.49206349206349204,0.0,0.12000000000000001,1,3,0.16666666666666666,Left
0,1,0.7857142857142856,0.30630570260671447,0.37301587301587297,0.09756097560975613,0.24000000000000002,1,0,0.6666666666666666,Stayed
1,1,0.5408163265306122,0.1607585606111372,0.23809523809523808,0.8292682926829269,0.36,0,1,0.3333333333333333,Stayed
1,2,0.7244897959183673,0.45714668632312544,0.43650793650793646,0.6341463414634148,0.7,1,1,0.5,Left
2,2,0.8979591836734693,0.19962474033371308,0.29365079365079366,0.5853658536585367,0.5,0,2,0.5,Stayed
1,1,0.9183673469387754,0.21088253032232124,0.4047619047619047,0.853658536585366,0.8,0,1,0.6666666666666666,Left
2,1,0.7959183673469387,0.3818937211016552,0.5634920634920635,0.09756097560975613,0.02,1,0,0.3333333333333333,Stayed
1,2,0.2755102040816326,0.4739663606513436,0.4523809523809524,0.7804878048780488,0.74,0,1,0.0,Left
1,2,0.0,0.6922200629900155,0.5079365079365079,0.9268292682926831,0.78,0,2,0.3333333333333333,Stayed
2,2,0.8673469387755102,0.3078469476646787,0.6349206349206349,0.5853658536585367,0.18000000000000002,0,1,0.3333333333333333,Left
0,2,0.0,0.4292032433156872,0.5317460317460316,0.0,0.09999999999999999,0,1,0.5,Left
1,0,0.8877551020408162,0.31260470414795954,0.05555555555555555,0.5121951219512195,0.039999999999999994,0,2,0.6666666666666666,Left
1,2,0.4591836734693877,0.479126181062789,0.07142857142857142,0.09756097560975613,0.16,0,1,0.16666666666666666,Left
1,1,0.510204081632653,0.3323058366280239,0.47619047619047616,0.2439024390243903,0.039999999999999994,0,1,0.0,Left
0,0,0.24489795918367346,0.35120284125175905,0.6349206349206349,0.7073170731707319,0.24000000000000002,0,2,0.3333333333333333,Left
0,1,0.6530612244897959,0.38383703008778397,0.11904761904761904,0.9268292682926831,0.09999999999999999,1,2,0.3333333333333333,Left
1,1,0.05102040816326531,0.43027541379079276,0.3333333333333333,0.8048780487804879,0.64,0,2,0.16666666666666666,Left
0,1,0.0,0.4164042082691148,0.753968253968254,0.902439024390244,0.84,1,3,0.0,Left
1,0,0.693877551020408,0.5131005829926958,0.7777777777777777,0.9268292682926831,0.74,0,3,0.5,Left
2,1,0.7653061224489796,0.2965891576760705,0.16666666666666666,0.14634146341463422,0.14,0,2,0.16666666666666666,Stayed
2,1,0.7040816326530611,0.41211552636869264,0.246031746031746,0.1951219512195122,0.08,0,1,0.16666666666666666,Left
0,2,0.18367346938775508,0.4074247805401059,0.2619047619047619,0.8292682926829269,0.5,1,2,0.5,Stayed
2,1,0.7551020408163265,0.588353548214166,0.7222222222222221,0.878048780487805,0.82,0,2,0.16666666666666666,Stayed
1,0,0.173469387755102,0.6831736246063125,0.1984126984126984,0.6585365853658538,0.09999999999999999,1,3,0.6666666666666666,Stayed
1,2,0.8673469387755102,0.46471889030355834,0.2619047619047619,0.04878048780487804,0.16,0,2,0.3333333333333333,Left
0,0,0.6122448979591836,0.1694699457213697,0.19047619047619047,0.8048780487804879,0.18000000000000002,0,2,0.0,Left
0,1,0.5714285714285714,0.28003752596662873,0.1984126984126984,0.8048780487804879,0.42,0,0,0.5,Stayed
0,2,0.47959183673469385,0.19345976010185623,0.6349206349206349,1.0,0.62,0,0,0.5,Left
1,1,0.11224489795918367,0.32044495074716883,0.37301587301587297,0.7073170731707319,0.74,1,1,0.0,Stayed
1,1,0.18367346938775508,0.34423373316357303,0.1984126984126984,0.9756097560975612,0.02,0,1,0.3333333333333333,Stayed
1,2,0.346938775510204,0.3185686524157341,0.3968253968253968,0.5365853658536586,0.52,0,2,0.3333333333333333,Stayed
1,1,0.9999999999999999,0.2847282717952154,0.19047619047619047,0.6585365853658538,0.18000000000000002,0,2,0.0,Stayed
0,1,0.5306122448979591,0.33063057026067144,0.1746031746031746,0.48780487804878053,0.12000000000000001,0,2,0.6666666666666666,Stayed
0,1,0.9591836734693877,0.34242444548683243,0.6111111111111112,0.26829268292682934,0.16,0,1,0.5,Left
0,1,0.7857142857142856,0.33619245460028147,0.42063492063492064,0.5609756097560976,0.5599999999999999,0,1,0.6666666666666666,Left
1,1,0.11224489795918367,0.3020170207062923,0.47619047619047616,0.48780487804878053,0.26,0,0,0.3333333333333333,Stayed
0,1,0.9489795918367346,0.520136701735576,0.2698412698412698,0.8048780487804879,0.3,0,2,0.16666666666666666,Stayed
0,1,0.9591836734693877,0.3027541379079274,0.47619047619047616,0.48780487804878053,0.42,0,2,0.5,Left
1,2,0.030612244897959183,0.3570997788648395,0.7142857142857142,0.6829268292682928,0.26,1,0,0.0,Stayed
1,0,0.43877551020408156,0.42933726462507543,0.7063492063492063,0.853658536585366,0.44,0,2,0.3333333333333333,Left
2,2,0.061224489795918366,0.2344032701199491,0.6190476190476191,0.5609756097560976,0.5,0,2,0.3333333333333333,Stayed
0,2,0.08163265306122448,0.580714333579039,0.14285714285714285,0.2439024390243903,0.06,0,2,0.6666666666666666,Left
0,2,0.9795918367346937,0.6026938283187027,0.3095238095238095,0.39024390243902446,0.09999999999999999,1,2,0.16666666666666666,Left
1,1,0.7346938775510203,0.07773235944515178,0.49206349206349204,0.3658536585365854,0.22,0,3,0.0,Left
2,2,0.2857142857142857,0.6484621054747706,0.48412698412698413,0.48780487804878053,0.48,0,2,0.0,Stayed
0,0,0.6836734693877551,0.32922334651209545,0.7142857142857142,0.8292682926829269,0.36,0,1,0.0,Left
0,2,0.4183673469387755,0.21336192454600283,0.18253968253968253,0.024390243902439046,0.2,0,1,0.16666666666666666,Left
1,1,0.07142857142857142,0.3853782751457482,0.5714285714285714,0.6829268292682928,0.32,0,0,0.0,Stayed
0,2,0.31632653061224486,0.5376264826107351,0.15873015873015872,0.21951219512195125,0.22,0,1,0.0,Left
0,2,0.4591836734693877,0.47590966963747233,0.3333333333333333,1.0,0.78,0,2,0.0,Left
1,0,0.37755102040816324,0.4761107016015547,0.9126984126984126,0.9756097560975612,0.86,0,1,0.16666666666666666,Left
0,1,0.9183673469387754,0.42973932855324,0.37301587301587297,0.7804878048780488,0.82,0,3,0.0,Left
1,2,0.7244897959183673,0.6659518863499296,0.5714285714285714,0.7317073170731709,0.6,0,2,0.16666666666666666,Left
0,2,0.846938775510204,0.4927963546203847,0.4603174603174603,0.9512195121951221,0.33999999999999997,1,1,0.5,Stayed
2,2,0.18367346938775508,0.4615023788782417,0.6031746031746033,0.7804878048780488,0.58,0,1,0.0,Stayed
1,2,0.061224489795918366,0.5287810761911145,0.25396825396825395,0.09756097560975613,0.08,0,2,0.6666666666666666,Stayed
0,1,0.346938775510204,0.49219325872813785,0.42063492063492064,0.2439024390243903,0.09999999999999999,0,3,0.3333333333333333,Left
0,1,0.2755102040816326,0.5220130000670107,0.36507936507936506,0.024390243902439046,0.09999999999999999,0,2,0.16666666666666666,Left
2,0,0.9081632653061223,0.5295181933927495,0.11904761904761904,0.7073170731707319,0.3,0,2,0.5,Stayed
1,1,0.6530612244897959,0.5464048783756617,0.4047619047619047,0.3658536585365854,0.36,0,2,0.5,Stayed
2,2,0.5408163265306122,0.46351269851906457,0.5952380952380951,0.3170731707317073,0.26,0,2,0.0,Left
1,2,0.05102040816326531,0.4718890303558266,0.4047619047619047,0.1951219512195122,0.08,0,2,0.6666666666666666,Stayed
0,2,0.42857142857142855,0.41003819607317565,0.21428571428571427,0.8048780487804879,0.54,0,1,0.0,Left
0,1,0.6326530612244897,0.607116531528513,0.4047619047619047,0.6341463414634148,0.66,1,2,0.6666666666666666,Stayed
1,2,0.6326530612244897,0.20471755009046438,0.4682539682539682,0.2926829268292683,0.38,0,2,0.6666666666666666,Stayed
1,1,0.4081632653061224,0.7879782885478792,0.15873015873015872,0.902439024390244,0.14,0,1,0.6666666666666666,Left
2,2,0.14285714285714282,0.2950479126181063,0.3492063492063492,0.3658536585365854,0.3,0,1,0.16666666666666666,Left
1,1,0.693877551020408,0.5396368022515581,0.2698412698412698,0.21951219512195125,0.16,0,2,0.16666666666666666,Stayed
0,1,0.12244897959183672,0.49071902432486764,0.4603174603174603,0.7560975609756098,0.8,0,1,0.0,Left
0,0,0.9999999999999999,0.4430744488373652,0.5317460317460316,0.5609756097560976,0.39999999999999997,0,2,0.5,Left
1,1,0.7551020408163265,0.2660322991355626,0.12698412698412698,0.21951219512195125,0.02,0,0,0.16666666666666666,Left
0,2,0.9897959183673468,0.4662601353615225,0.6111111111111112,0.09756097560975613,0.02,1,0,1.0,Left
0,1,0.173469387755102,0.22086711787174163,0.19047619047619047,0.09756097560975613,0.14,1,2,0.0,Stayed
1,1,0.5918367346938775,0.2469342625477451,0.7301587301587302,0.7804878048780488,0.7,1,2,0.6666666666666666,Stayed
1,2,0.8265306122448979,0.5017087716946995,0.18253968253968253,0.04878048780487804,0.14,0,3,0.0,Left
1,0,0.6122448979591836,0.5246264156000804,0.1746031746031746,0.43902439024390244,0.16,1,0,0.6666666666666666,Stayed
0,1,0.7653061224489796,0.5022448569322522,0.07142857142857142,0.39024390243902446,0.18000000000000002,1,0,0.0,Stayed
0,1,0.7653061224489796,0.21912484084969513,0.6666666666666667,0.48780487804878053,0.26,0,2,0.0,Left
0,1,0.5408163265306122,0.3178985458687931,0.1984126984126984,0.04878048780487804,0.09999999999999999,0,2,0.3333333333333333,Left
0,0,0.030612244897959183,0.43657441533203784,0.20634920634920634,0.5853658536585367,0.09999999999999999,0,0,0.5,Stayed
2,2,0.8163265306122448,0.5566575085438585,0.4682539682539682,0.7317073170731709,0.78,0,1,0.8333333333333333,Stayed
0,2,0.7653061224489796,0.23534141928566643,0.2619047619047619,0.26829268292682934,0.27999999999999997,1,2,0.6666666666666666,Left
2,1,0.4693877551020408,0.3118005762916304,0.5555555555555556,0.34146341463414637,0.09999999999999999,1,2,0.3333333333333333,Stayed
0,2,0.8571428571428571,0.35495543791462847,0.6666666666666667,0.1951219512195122,0.32,1,2,0.5,Left
